City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,bulawayo,-20.15,28.5833,22.54,59,100,2.38,ZW,1675612689
270,palmer,42.1584,-72.3287,5.36,47,99,3.13,US,1675612896
271,bengkulu,-3.8004,102.2655,24.11,89,99,2.92,ID,1675612897
272,ilulissat,69.2167,-51.1,-20.87,96,100,2.43,GL,1675612897
273,the valley,18.217,-63.0578,27.12,69,40,8.23,AI,1675612770
274,lumajang,-8.1335,113.2248,23.39,87,100,0.44,ID,1675612897
275,cangucu,-31.395,-52.6756,23.56,64,90,4.06,BR,1675612606
276,san francisco,37.7749,-122.4194,11.29,85,75,6.69,US,1675612683
277,klaksvik,62.2266,-6.589,7.51,90,100,14.84,FO,1675612898
278,copiapo,-27.3667,-70.3333,23.83,41,69,3.55,CL,1675612899
279,lavrentiya,65.5833,-171.0,-20.5,95,100,3.66,RU,1675612899
280,qunduz,36.729,68.857,11.19,52,100,1.48,AF,1675612900
281,anito,12.4497,125.2886,25.1,88,87,4.99,PH,1675612900
282,kropotkin,45.4375,40.5756,3.21,67,100,4.35,RU,1675612900
283,groningen,53.25,6.75,7.79,79,20,6.69,NL,1675612901
284,broome,42.2506,-75.833,2.79,57,0,4.12,US,1675612901
285,jackson,42.4165,-122.8345,5.02,86,100,0.96,US,1675612819
286,vila franca do campo,37.7167,-25.4333,17.23,69,0,3.47,PT,1675612903
287,ambon,-3.6954,128.1814,24.08,94,75,1.54,ID,1675612903
288,dingzhou,38.5131,114.9956,-0.94,40,4,2.9,CN,1675612903
289,makakilo city,21.3469,-158.0858,22.23,83,75,0.0,US,1675612885
290,faanui,-16.4833,-151.75,27.47,74,53,6.56,PF,1675612904
291,ancud,-41.8697,-73.8203,17.69,82,42,3.82,CL,1675612904
292,adrar,20.5022,-10.0711,22.59,17,60,5.23,MR,1675612905
293,magdagachi,53.45,125.8,-29.43,100,45,1.13,RU,1675612905
294,rio verde de mato grosso,-18.9181,-54.8442,28.47,68,91,2.4,BR,1675612906
295,geraldton,-28.7667,114.6,23.23,73,100,4.63,AU,1675612906
296,morondava,-20.2833,44.2833,27.58,77,0,3.72,MG,1675612907
297,tasiilaq,65.6145,-37.6368,-2.91,81,100,10.14,GL,1675612907
298,mount gambier,-37.8333,140.7667,11.27,94,39,1.74,AU,1675612908
299,sitka,57.0531,-135.33,1.94,87,100,2.06,US,1675612909
300,saint-francois,46.4154,3.9054,8.69,73,75,6.69,FR,1675612909
301,kununurra,-15.7667,128.7333,25.99,94,75,0.0,AU,1675612910
302,takoradi,4.8845,-1.7554,29.24,71,95,6.15,GH,1675612910
303,ca mau,9.1769,105.15,23.97,80,51,2.7,VN,1675612910
304,nanzhou,29.3596,112.4024,6.54,82,92,1.84,CN,1675612911
305,port augusta,-32.5,137.7667,20.38,56,1,4.12,AU,1675612911
306,hami,42.8,93.45,-0.94,38,16,0.51,CN,1675612912
307,pisco,-13.7,-76.2167,23.9,88,20,3.6,PE,1675612660
308,lorengau,-2.0226,147.2712,27.05,80,100,1.18,PG,1675612912
309,arrecife,28.963,-13.5477,17.99,68,20,3.6,ES,1675612913
310,honningsvag,70.9821,25.9704,-3.14,93,75,11.32,NO,1675612913
311,conselheiro lafaiete,-20.6603,-43.7861,27.25,60,9,4.14,BR,1675612913
312,qarqin,37.4185,66.0436,10.64,48,100,4.76,AF,1675612914
313,vestmanna,62.1564,-7.1664,6.51,93,100,11.32,FO,1675612914
314,barcelona,41.3888,2.159,17.63,51,0,4.63,ES,1675612915
315,davila,18.4726,120.5763,22.99,77,68,2.48,PH,1675612916
316,taikang,46.8333,124.4167,-20.33,99,9,2.28,CN,1675612916
317,grants pass,42.439,-123.3284,5.82,94,75,3.6,US,1675612917
318,yulara,-25.2406,130.9889,22.2,22,0,4.55,AU,1675612917
319,wegorzewo,54.2157,21.7372,-4.57,83,26,1.68,PL,1675612875
320,le vauclin,14.5452,-60.8388,28.03,69,75,9.26,MQ,1675612917
321,balkanabat,39.5108,54.3671,9.63,51,100,3.75,TM,1675612918
322,alta floresta,-9.8756,-56.0861,26.9,83,20,1.54,BR,1675612919
323,aklavik,68.2191,-135.0107,-44.0,66,0,1.03,CA,1675612919
324,papayal,-4.0761,-80.7361,29.43,53,23,1.64,PE,1675612920
325,lumphat,13.4878,106.9816,24.73,63,71,2.87,KH,1675612920
326,evensk,61.95,159.2333,-26.96,79,26,3.68,RU,1675612920
327,korla,41.7597,86.1469,-1.09,68,100,1.23,CN,1675612921
328,mazatlan,23.2167,-106.4167,22.16,45,0,0.98,MX,1675612791
329,bichura,50.5881,107.6022,-18.55,98,89,1.05,RU,1675612921
330,somerset,40.5668,-74.5496,6.2,52,0,2.06,US,1675612923
331,necochea,-38.5473,-58.7368,30.57,29,38,3.69,AR,1675612924
332,naerbo,58.6667,5.65,6.82,91,100,5.16,NO,1675612928
333,barabai,-2.5833,115.3833,24.0,84,100,0.8,ID,1675612933
334,santa vitoria do palmar,-33.5189,-53.3681,25.91,51,26,5.46,BR,1675612940
335,sudak,44.85,34.9667,3.89,87,100,7.2,UA,1675612851
336,lincolnton,35.4737,-81.2545,7.94,50,0,2.57,US,1675612944
337,osa,57.2829,55.4567,-11.03,97,100,1.47,RU,1675612946
338,santa lucia,27.9117,-15.5407,15.98,55,20,2.57,ES,1675612950
339,donskoye,45.4552,41.9741,-0.93,76,100,4.86,RU,1675612950
340,raudeberg,61.9875,5.1352,6.04,67,72,7.1,NO,1675612951
341,nabinagar,23.8917,90.9733,17.07,40,4,2.21,BD,1675612951
342,jumla,29.2747,82.1838,4.03,60,0,1.77,NP,1675612952
343,baneh,35.9975,45.8853,-0.33,99,100,2.59,IR,1675612952
344,balotra,25.8333,72.2333,21.94,26,0,4.68,IN,1675612953
345,ayan,56.45,138.1667,-21.24,81,99,3.42,RU,1675612953
346,paita,-5.0892,-81.1144,26.58,63,97,2.77,PE,1675612954
347,ilhabela,-23.7781,-45.3581,28.94,74,80,2.43,BR,1675612954
348,phayao,19.25,100.25,23.06,60,84,1.64,TH,1675612954
349,multan,30.1956,71.4753,18.94,59,20,0.0,PK,1675612841
350,brigantine,39.4101,-74.3646,7.86,57,0,5.14,US,1675612775
351,taltal,-25.4,-70.4833,23.52,69,0,2.08,CL,1675612896
352,norman wells,65.282,-126.8329,-33.98,75,40,0.0,CA,1675612955
353,ampanihy,-24.7,44.75,24.7,77,100,3.86,MG,1675612956
354,umm lajj,25.0213,37.2685,20.64,52,18,3.34,SA,1675612956
355,belyy yar,53.6039,91.3903,-23.06,92,29,1.0,RU,1675612956
356,shenjiamen,29.9576,122.298,11.06,91,100,4.65,CN,1675612957
357,boyarka,50.3191,30.2973,-1.59,96,100,4.29,UA,1675612873
358,kaeo,-35.1,173.7833,19.07,94,100,1.88,NZ,1675612957
359,lashio,22.9333,97.75,13.17,41,35,0.68,MM,1675612958
360,gornopravdinsk,60.05,69.9,-18.72,99,100,1.15,RU,1675612958
361,codrington,-38.2667,141.9667,12.94,88,33,2.63,AU,1675612959
362,kindersley,51.4668,-109.1682,-8.99,92,0,5.14,CA,1675612959
363,sola,-13.8833,167.55,28.42,73,100,10.52,VU,1675612960
364,labuhan,-6.8844,112.2051,25.64,85,100,3.13,ID,1675612960
365,khatassy,61.9036,129.6383,-41.01,100,97,1.19,RU,1675612961
366,kailua,21.4022,-157.7394,23.05,86,62,2.24,US,1675612961
367,itarema,-2.9248,-39.9167,29.23,66,82,5.62,BR,1675612961
368,areka,7.0667,37.7,22.64,25,9,3.32,ET,1675612838
369,solikamsk,59.6196,56.7729,-15.7,100,99,1.5,RU,1675612962
370,tuy hoa,13.0833,109.3,21.57,93,86,0.98,VN,1675612962
371,kuryk,43.2,51.65,2.93,64,97,4.78,KZ,1675612963
372,finschhafen,-6.6024,147.8681,26.53,82,100,2.25,PG,1675612963
373,poronaysk,49.2167,143.1167,-23.31,96,90,1.19,RU,1675612666
374,alegrete,-29.7831,-55.7919,31.43,14,40,3.98,BR,1675612963
375,agadez,19.75,10.25,26.24,11,49,5.5,NE,1675612964
376,auki,-8.7676,160.7034,24.8,97,100,6.6,SB,1675612964
377,micheweni,-4.9667,39.8333,26.97,77,12,6.78,TZ,1675612964
378,douentza,14.9951,-2.9517,34.18,8,60,2.78,ML,1675612965
379,shahr-e kord,32.3256,50.8644,0.87,40,0,2.06,IR,1675612966
380,aksaray,38.3726,34.0254,1.26,76,100,4.29,TR,1675612966
381,pevek,69.7008,170.3133,-38.91,100,78,1.28,RU,1675612966
382,floro,61.5996,5.0328,6.65,87,75,2.06,NO,1675612967
383,kropachevo,55.0112,57.9896,-16.3,100,77,0.8,RU,1675612967
384,altamira,-3.2033,-52.2064,30.05,70,75,3.09,BR,1675612951
385,dabra,25.9,78.3333,17.79,39,0,1.42,IN,1675612967
386,malanje,-9.5402,16.341,18.88,89,100,1.48,AO,1675612968
387,hovd,48.0056,91.6419,-15.76,83,8,1.26,MN,1675612968
388,arraial do cabo,-22.9661,-42.0278,31.98,58,0,4.12,BR,1675612968
389,gurjaani,41.7429,45.8011,3.61,45,70,0.63,GE,1675612969
390,cabinda,-5.55,12.2,28.08,83,75,4.63,AO,1675612970
391,abay,49.6311,72.8539,-9.79,97,98,1.55,KZ,1675612970
392,amudat,1.95,34.95,28.03,23,37,8.23,UG,1675612970
393,marsh harbour,26.5412,-77.0636,23.71,75,78,10.28,BS,1675612971
394,tiznit,29.5833,-9.5,17.28,22,58,4.21,MA,1675612971
395,guerrero negro,27.9769,-114.0611,15.4,78,0,4.5,MX,1675612972
396,surubim,-7.8331,-35.7547,33.34,34,58,5.73,BR,1675612973
397,marawi,7.9986,124.2928,19.35,94,99,0.58,PH,1675612973
398,tabuk,17.4189,121.4443,21.71,90,55,1.11,PH,1675612811
399,butembo,0.15,29.2833,20.72,45,96,1.41,CD,1675612974
400,sur,22.5667,59.5289,22.28,73,42,3.18,OM,1675612974
401,trojes,41.756,19.962,1.27,52,4,5.47,AL,1675612974
402,kimberley,-28.7323,24.7623,25.83,44,40,6.17,ZA,1675612837
403,bar harbor,44.3876,-68.2039,1.62,72,75,0.0,US,1675612728
404,sapele,5.8941,5.6767,34.66,39,89,1.74,NG,1675612975
405,la libertad,-2.2333,-80.9,27.81,74,75,5.14,EC,1675612975
406,kasongo,-4.45,26.6667,24.93,80,97,1.03,CD,1675612976
407,badarwas,24.9667,77.5667,18.83,34,0,2.05,IN,1675612976
408,santa maria da vitoria,-13.3947,-44.1886,32.69,44,7,1.34,BR,1675612977
409,feltre,46.0235,11.907,5.33,79,98,0.45,IT,1675612977
410,arroio grande,-32.2375,-53.0869,24.99,69,87,5.58,BR,1675612750
411,trencin,48.8333,18.25,-2.02,67,18,2.59,SK,1675612977
412,constitucion,-35.3333,-72.4167,21.1,69,49,3.51,CL,1675612978
413,bandarbeyla,9.4942,50.8122,24.6,72,59,7.43,SO,1675612978
414,kavieng,-2.5744,150.7967,27.59,73,100,1.05,PG,1675612978
415,sabang,5.8933,95.3214,27.5,70,96,2.4,ID,1675612979
416,mporokoso,-9.3727,30.125,18.87,92,96,1.37,ZM,1675612979
417,vanimo,-2.6741,141.3028,25.87,86,100,1.66,PG,1675612979
418,khandagayty,50.7333,92.05,-18.25,98,100,0.76,RU,1675612980
419,bismil,37.8486,40.6658,4.06,94,100,4.57,TR,1675612980
420,sambava,-14.2667,50.1667,25.38,89,100,3.84,MG,1675612981
421,canberra,-35.2835,149.1281,15.25,90,100,2.57,AU,1675612981
422,dzhebariki-khaya,62.2167,135.8,-34.96,100,99,0.1,RU,1675612983
423,praia da vitoria,38.7333,-27.0667,18.2,77,20,7.25,PT,1675612984
424,vestmannaeyjar,63.4427,-20.2734,8.55,100,100,14.4,IS,1675612986
425,upata,8.0086,-62.3989,28.44,47,80,4.98,VE,1675612988
426,san vicente,-26.6167,-54.1333,29.66,27,99,2.19,AR,1675612990
427,george town,5.4112,100.3354,24.99,94,40,1.54,MY,1675612991
428,thai binh,20.45,106.3333,19.08,95,99,4.62,VN,1675612995
429,remedios,22.4947,-79.5458,28.51,59,1,4.27,CU,1675612996
430,kambove,-10.8764,26.5969,18.85,95,80,1.54,CD,1675612998
431,asfi,32.2994,-9.2372,15.39,55,12,4.13,MA,1675612998
432,hay river,60.8156,-115.7999,-18.01,78,100,6.17,CA,1675612837
433,hobyo,5.3505,48.5268,24.93,78,89,8.5,SO,1675613000
434,coihaique,-45.5752,-72.0662,22.34,35,20,5.66,CL,1675613002
435,neuquen,-38.9516,-68.0591,33.94,20,0,4.63,AR,1675613003
436,fuerte olimpo,-21.0415,-57.8738,33.79,43,41,0.92,PY,1675613004
437,wenling,28.3669,121.36,10.72,92,100,3.41,CN,1675613006
438,foix,42.8333,1.5833,7.51,82,13,2.3,FR,1675613008
439,dapaong,10.8639,0.205,36.8,8,94,2.81,TG,1675613008
440,taoudenni,22.6783,-3.9836,23.56,15,27,5.32,ML,1675613009
441,ahipara,-35.1667,173.1667,17.7,91,99,3.19,NZ,1675613011
442,hambantota,6.1241,81.1185,26.19,89,40,3.09,LK,1675613011
443,rio gallegos,-51.6226,-69.2181,14.03,26,20,19.03,AR,1675613012
444,olga,43.7444,135.2892,-9.96,90,11,2.9,RU,1675613012
445,lebyazhye,55.2689,66.4947,-17.3,97,99,3.03,RU,1675613013
446,roma,43.2128,-75.4557,2.99,53,20,3.6,US,1675613013
447,nurpur,29.15,78.4167,15.32,49,0,3.49,IN,1675613013
448,road town,18.4167,-64.6167,28.05,69,40,7.72,VG,1675613014
449,maurawan,26.4333,80.8833,17.02,48,0,2.24,IN,1675613014
450,chicama,-7.8447,-79.1469,23.3,56,29,3.92,PE,1675613014
451,buala,-8.145,159.5921,24.94,96,100,5.24,SB,1675613015
452,chipata,-13.6333,32.65,19.52,90,97,1.67,ZM,1675613015
453,prieska,-29.6641,22.7474,30.67,32,84,7.32,ZA,1675613015
454,kruisfontein,-34.0033,24.7314,26.05,69,7,8.31,ZA,1675613016
455,huilong,31.8111,121.655,7.18,87,100,3.55,CN,1675613016
456,iquitos,-3.7481,-73.2472,24.02,94,100,7.2,PE,1675613016
457,valkla,59.4744,25.3186,-0.75,80,100,8.38,EE,1675613017
458,gongzhuling,43.5008,124.8198,-12.96,95,27,1.88,CN,1675613017
459,zafra,38.4167,-6.4167,14.97,40,2,3.39,ES,1675613018
460,santa cruz,-17.8,-63.1667,26.7,83,75,6.17,BO,1675613018
461,vorobyevka,50.6451,40.9245,-7.54,94,90,2.93,RU,1675613018
462,provideniya,64.3833,-173.3,-17.32,96,99,4.33,RU,1675613019
463,ondjiva,-17.0667,15.7333,32.02,20,40,2.57,AO,1675613019
464,ugoofaaru,5.6667,73.0,27.3,75,100,2.56,MV,1675613020
465,ylivieska,64.0833,24.55,-0.94,97,100,2.65,FI,1675613020
466,saint-pierre,-21.3393,55.4781,27.82,69,0,7.2,RE,1675612839
467,hastings,50.8552,0.5729,9.05,19,100,5.92,GB,1675613021
468,dauriya,49.9333,116.8667,-27.8,100,95,1.23,RU,1675613021
469,arona,28.0996,-16.681,16.29,47,40,3.6,ES,1675613022
470,bilma,18.6853,12.9164,28.36,12,42,5.43,NE,1675613022
471,kabale,-1.2486,29.9899,19.33,58,62,0.54,UG,1675613022
472,lakselv,70.0513,24.9718,-9.1,79,75,11.83,NO,1675613023
473,culpeper,38.5004,-77.9664,8.62,44,0,3.09,US,1675613023
474,kudahuvadhoo,2.6708,72.8944,26.91,72,67,0.59,MV,1675613024
475,san fernando,15.0286,120.6898,24.85,83,77,2.18,PH,1675613024
476,norwich,52.6278,1.2983,7.98,79,20,4.12,GB,1675612971
477,guadalupe y calvo,26.1,-106.9667,12.19,28,0,1.67,MX,1675613024
478,beipiao,41.7919,120.7792,-4.81,47,81,1.94,CN,1675613025
479,liverpool,53.4106,-2.9779,7.84,64,0,2.06,GB,1675612745
480,pascagoula,30.3658,-88.5561,17.45,65,0,2.57,US,1675612730
481,urumqi,43.801,87.6005,-9.47,86,75,1.0,CN,1675613025
482,sangar,63.9242,127.4739,-40.25,99,99,1.67,RU,1675613025
483,rocha,-34.4833,-54.3333,25.55,51,36,3.89,UY,1675613026
484,valdivia,-39.8142,-73.2459,24.05,43,10,1.1,CL,1675612931
485,ormara,25.2088,64.6357,22.4,76,0,9.33,PK,1675613026
486,port hardy,50.6996,-127.4199,5.1,100,75,2.06,CA,1675612837
487,karlshamn,56.1706,14.8619,0.27,69,100,4.07,SE,1675613027
488,mizdah,31.4451,12.9801,12.26,63,45,8.02,LY,1675613027
489,bathsheba,13.2167,-59.5167,29.34,61,40,11.83,BB,1675613028
490,volkhovskiy,58.58,31.3164,-9.62,97,100,1.93,RU,1675613028
